40.05,40.0,-80.45,-80.5
40.05,40.0,-80.4,-80.45
40.05,40.0,-80.35000000000001,-80.4
40.05,40.0,-80.30000000000001,-80.35000000000001
40.05,40.0,-80.25000000000001,-80.30000000000001
40.05,40.0,-80.20000000000002,-80.25000000000001
40.05,40.0,-80.15000000000002,-80.20000000000002
40.05,40.0,-80.10000000000002,-80.15000000000002
40.05,40.0,-80.05000000000003,-80.10000000000002
40.05,40.0,-80.00000000000003,-80.05000000000003
40.05,40.0,-79.95000000000003,-80.00000000000003
40.05,40.0,-79.90000000000003,-79.95000000000003
40.05,40.0,-79.85000000000004,-79.90000000000003
40.05,40.0,-79.80000000000004,-79.85000000000004
40.05,40.0,-79.75000000000004,-79.80000000000004
40.05,40.0,-79.70000000000005,-79.75000000000004
40.05,40.0,-79.65000000000005,-79.70000000000005
40.05,40.0,-79.60000000000005,-79.65000000000005
40.05,40.0,-79.55000000000005,-79.60000000000005
40.05,40.0,-79.50000000000006,-79.55000000000005
40.05,40.0,-79.45000000000006,-79.50000000000006
40.05,40.0,-79.40000000000006,-79.45000000000006
40.05,40.0,-79.35000000000007,-79.40000000000006
40.05,40.0,-79.30000000000007,-79.35000000000007
40.05,40.0,-79.25000000000007,-79.30000000000007
40.05,40.0,-79.20000000000007,-79.25000000000007
40.05,40.0,-79.15000000000008,-79.20000000000007
40.05,40.0,-79.10000000000008,-79.15000000000008
40.05,40.0,-79.05000000000008,-79.10000000000008
40.05,40.0,-79.00000000000009,-79.05000000000008
40.05,40.0,-78.95000000000009,-79.00000000000009
40.05,40.0,-78.90000000000009,-78.95000000000009
40.05,40.0,-78.8500000000001,-78.90000000000009
40.05,40.0,-78.8000000000001,-78.8500000000001
40.05,40.0,-78.7500000000001,-78.8000000000001
40.05,40.0,-78.7000000000001,-78.7500000000001
40.05,40.0,-78.6500000000001,-78.7000000000001
40.05,40.0,-78.60000000000011,-78.6500000000001
40.05,40.0,-78.55000000000011,-78.60000000000011
40.05,40.0,-78.50000000000011,-78.55000000000011
40.05,40.0,-78.45000000000012,-78.50000000000011
40.05,40.0,-78.40000000000012,-78.45000000000012
40.05,40.0,-78.35000000000012,-78.40000000000012
40.05,40.0,-78.30000000000013,-78.35000000000012
40.05,40.0,-78.25000000000013,-78.30000000000013
40.05,40.0,-78.20000000000013,-78.25000000000013
40.05,40.0,-78.15000000000013,-78.20000000000013
40.05,40.0,-78.10000000000014,-78.15000000000013
40.05,40.0,-78.05000000000014,-78.10000000000014
40.05,40.0,-78.00000000000014,-78.05000000000014
40.05,40.0,-77.95000000000014,-78.00000000000014
40.05,40.0,-77.90000000000015,-77.95000000000014
40.05,40.0,-77.85000000000015,-77.90000000000015
40.05,40.0,-77.80000000000015,-77.85000000000015
40.05,40.0,-77.75000000000016,-77.80000000000015
40.05,40.0,-77.70000000000016,-77.75000000000016
40.05,40.0,-77.65000000000016,-77.70000000000016
40.05,40.0,-77.60000000000016,-77.65000000000016
40.05,40.0,-77.55000000000017,-77.60000000000016
40.05,40.0,-77.50000000000017,-77.55000000000017
40.05,40.0,-77.45000000000017,-77.50000000000017
40.05,40.0,-77.40000000000018,-77.45000000000017
40.05,40.0,-77.35000000000018,-77.40000000000018
40.05,40.0,-77.30000000000018,-77.35000000000018
40.05,40.0,-77.25000000000018,-77.30000000000018
40.05,40.0,-77.20000000000019,-77.25000000000018
40.05,40.0,-77.15000000000019,-77.20000000000019
40.05,40.0,-77.1000000000002,-77.15000000000019
40.05,40.0,-77.0500000000002,-77.1000000000002
40.05,40.0,-77.0000000000002,-77.0500000000002
40.05,40.0,-76.9500000000002,-77.0000000000002
40.05,40.0,-76.9000000000002,-76.9500000000002
40.05,40.0,-76.85000000000021,-76.9000000000002
40.05,40.0,-76.80000000000021,-76.85000000000021
40.05,40.0,-76.75000000000021,-76.80000000000021
40.05,40.0,-76.70000000000022,-76.75000000000021
40.05,40.0,-76.65000000000022,-76.70000000000022
40.05,40.0,-76.60000000000022,-76.65000000000022
40.05,40.0,-76.55000000000022,-76.60000000000022
40.05,40.0,-76.50000000000023,-76.55000000000022
40.05,40.0,-76.45000000000023,-76.50000000000023
40.05,40.0,-76.40000000000023,-76.45000000000023
40.05,40.0,-76.35000000000024,-76.40000000000023
40.05,40.0,-76.30000000000024,-76.35000000000024
40.05,40.0,-76.25000000000024,-76.30000000000024
40.05,40.0,-76.20000000000024,-76.25000000000024
40.05,40.0,-76.15000000000025,-76.20000000000024
40.05,40.0,-76.10000000000025,-76.15000000000025
40.05,40.0,-76.05000000000025,-76.10000000000025
40.05,40.0,-76.00000000000026,-76.05000000000025
40.05,40.0,-75.95000000000026,-76.00000000000026
40.05,40.0,-75.90000000000026,-75.95000000000026
40.05,40.0,-75.85000000000026,-75.90000000000026
40.05,40.0,-75.80000000000027,-75.85000000000026
40.05,40.0,-75.75000000000027,-75.80000000000027
40.05,40.0,-75.70000000000027,-75.75000000000027
